StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,bio_meat_exp_timer_First Click,bio_meat_exp_timer_Last Click,bio_meat_exp_timer_Page Submit,bio_meat_exp_timer_Click Count,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,bio_sleep_timer_First Click,bio_sleep_timer_Last Click,bio_sleep_timer_Page Submit,bio_sleep_timer_Click Count,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,bio_water_timer_First Click,bio_water_timer_Last Click,bio_water_timer_Page Submit,bio_water_timer_Click Count,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,bio_oil_infl_timer_First Click,bio_oil_infl_timer_Last Click,bio_oil_infl_timer_Page Submit,bio_oil_infl_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil_infl_accurate,post_oil_authentic,post_oil_believable,bio_meat_infl_timer_First Click,bio_meat_infl_timer_Last Click,bio_meat_infl_timer_Page Submit,bio_meat_infl_timer_Click Count,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,bio_oil_exp_timer_First Click,bio_oil_exp_timer_Last Click,bio_oil_exp_timer_Page Submit,bio_oil_exp_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
2026-04-07 17:24:34,2026-04-07 17:32:12,0,172.58.250.125,100,458,1,2026-04-07 17:32:13,R_5nIsE4FrP1oGo3E,,,,,35.2916,-80.8201,anonymous,EN,0.800000011920929,,4,2,,3,1,2,3,1,3,6,5,6,5,2,6,4,6,6,6,5,6,1,,4,3,9.097,9.097,11.387,1,1.045,1.045,33.2,1,1,3,2,1,0,0,10.532,0,13.651,33.505,52.8,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4MRL9jRWELGPiSvn8ArRNj,expert,influencer,expert_meat_influencer_oil,ftft,,
2026-04-07 17:26:03,2026-04-07 17:32:12,0,98.97.26.88,100,368,1,2026-04-07 17:32:13,R_1MLQoHSSz8yL6Br,,,,,37.3388,-121.8916,anonymous,EN,0.8999999761581421,,4,1,,6,1,2,4,1,4,7,6,6,6,7,7,4,5,6,5,5,7,"2,3,4,6",,5,3,,,,,,,,,,,,,0,0,10.791,0,16.745,20.194,34.401,2,6,6,6,0,0,6.501,0,4.974,4.974,24.287,1,7,7,7,,,,,,,,,,,,,0,0,15.368,0,4.533,22.865,23.846,3,1,4,6,6,8.079,8.079,10.101,1,3.43,29.362,30.401,3,1,7,7,7,0,complete,,,,2rcBg3gOOPkswPkqvp2bdw,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:24:39,2026-04-07 17:32:17,0,35.144.168.12,100,457,1,2026-04-07 17:32:18,R_5EbwFlN3QhKvpeU,,,,,35.7589,-81.3263,anonymous,EN,0.800000011920929,,4,2,,6,1,2,3,1,3,4,5,6,5,3,4,4,6,6,5,5,6,"1,5,8",Medical books,4,3,,,,,,,,,,,,,0,0,22.135,0,5.094,17.775,42.968,3,5,4,5,0,0,14.598,0,4.4,8.364,29.531,3,6,6,6,,,,,,,,,,,,,0,0,9.767,0,2.251,13.332,20.388,4,1,2,1,2,0,0,10.442,0,2.315,25.115,27.22,7,1,4,4,5,0,complete,,,,1GWCrsr3yP356THA1jOk0P,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:29:00,2026-04-07 17:32:19,0,172.56.99.70,100,199,1,2026-04-07 17:32:20,R_69uadi8R6w9tL8Z,,,,,27.9929,-82.403,anonymous,EN,1,,4,2,,6,1,2,5,1,3,6,6,7,5,2,6,4,3,3,5,5,3,"1,3,4",,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,03ZfFvUEC6ma5fcuILpnTt,expert,influencer,expert_meat_influencer_oil,tfft,,
2026-04-07 17:24:43,2026-04-07 17:32:18,0,172.56.201.74,100,455,1,2026-04-07 17:32:20,R_5Q6bNhNSfnPENZT,,,,,47.6109,-122.3303,anonymous,EN,0.800000011920929,,4,2,,3,1,2,2,1,1,5,5,6,6,2,7,4,1,2,2,5,5,"1,3,6",,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.136,0,5.925,29.053,30.301,2,1,,,,,,,,,,,,,,,,0,complete,,,,3YwR29FTzhtNCwiuXO6jYT,influencer,expert,influencer_meat_expert_oil,tfft,,
2026-04-07 17:24:32,2026-04-07 17:32:24,0,76.32.175.20,100,471,1,2026-04-07 17:32:26,R_57Aj5UpSR4lnKqR,,,,,34.6038,-118.2295,anonymous,EN,0.8999999761581421,,4,1,,3,1,2,3,1,4,5,4,5,4,3,5,4,6,5,6,6,6,"3,4",,4,3,5.012,5.012,10.42,1,3.433,20.837,25.651,3,2,6,6,6,0,0,15.955,0,11.581,12.563,16.581,2,6,6,5,0,0,15.639,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,1vi9euFQ3OWjwHOYCJLYzV,expert,influencer,expert_meat_influencer_oil,tfft,,
2026-04-07 17:24:33,2026-04-07 17:32:36,0,66.242.203.189,100,482,1,2026-04-07 17:32:38,R_5qedY0HApvwH9mh,,,,,38.9314,-89.839,anonymous,EN,0.800000011920929,,4,2,,5,1,2,3,1,1,5,5,7,6,4,7,4,6,5,7,6,6,"1,3,4,8","Research VI do myself ",7,3,,,,,,,,,,,,,0,0,9.882,0,27.879,27.879,37.7,1,6,6,6,0,0,7.256,0,10.9,24.413,27.936,2,4,4,4,,,,,,,,,,,,,0,0,18.188,0,11.302,24.728,26.513,4,1,5,5,6,13.306,13.306,13.811,1,15.435,25.122,25.982,3,1,4,5,5,0,complete,,,,6qaKVWnkVkP48LrJuUKqgh,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:24:21,2026-04-07 17:32:50,0,68.96.123.63,100,509,1,2026-04-07 17:32:51,R_52S3PueOLxMhJEm,,,,,36.0409,-115.0829,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,2,1,4,7,7,7,4,7,7,4,7,7,7,7,7,"1,4,6,5",,1,3,,,,,,,,,,,,,3.382,3.382,9.149,1,4.125,15.755,17.184,3,7,7,7,0,0,16.527,0,1.039,5.325,6.2,2,7,7,7,,,,,,,,,,,,,0,0,52.439,0,1.653,30.432,39.587,2,1,7,7,7,5.067,5.067,6.63,1,2.143,79.075,81.001,5,1,7,7,7,0,complete,,,,7n2ZLJTAonWWfm1hfodrhw,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:27:03,2026-04-07 17:32:54,0,99.138.40.169,100,351,1,2026-04-07 17:32:55,R_6dl6y18T8x9qqRP,,,,,29.5718,-95.1305,anonymous,EN,0.800000011920929,,4,1,,2,1,2,2,1,3,7,7,7,7,6,6,4,7,7,7,7,7,"1,2,3,4,6,5",,5,3,,,,,,,,,,,,,0,0,6.386,0,3.263,8.064,9.301,4,7,5,6,0,0,7.063,0,1.441,7.994,9.594,5,5,5,6,,,,,,,,,,,,,0,0,8.954,0,1.408,22.646,34.2,9,1,7,7,7,0,0,6.364,0,0.838,9.387,19.36,6,1,6,6,6,0,complete,,,,0ufXe2xOl9Yd5nR6a7irD2,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:24:42,2026-04-07 17:33:17,0,69.92.232.228,100,515,1,2026-04-07 17:33:18,R_5iwF0aP7PoOYKD1,,,,,30.3858,-88.6117,anonymous,EN,0.800000011920929,,4,2,,5,1,2,1,1,3,7,7,7,7,1,5,4,7,7,1,1,7,1,,7,3,0,0,9.701,0,6.058,6.8,23.927,2,1,7,7,7,0,0,8.826,0,1.351,13.421,14.479,8,4,4,4,0,0,4.623,0,2.998,18.192,18.826,2,7,7,7,5.305,5.305,5.938,1,9.1,10.861,44.882,2,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0AcPJlUr4llVGd5qZFPL7U,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-07 17:25:25,2026-04-07 17:34:31,0,76.109.74.134,100,546,1,2026-04-07 17:34:32,R_6iBx1FcmLnJ8rnz,,,,,26.5331,-80.1423,anonymous,EN,1,,4,1,,6,1,2,4,1,3,6,7,6,5,2,5,4,5,5,4,5,6,"1,3",,5,3,,,,,,,,,,,,,0,0,21.517,0,18.921,19.968,24.778,3,5,4,5,0,0,16.669,0,15.925,15.925,16.988,1,6,5,6,,,,,,,,,,,,,0,0,31.076,0,6.301,29.279,30.627,3,1,5,5,5,0,0,28.122,0,48.278,48.278,49.533,1,1,4,5,3,0,complete,,,,4CBX4TEaWLdChOBRMdJzOe,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:24:45,2026-04-07 17:35:20,0,107.115.45.70,100,634,1,2026-04-07 17:35:23,R_5DhymXOi5w05EtL,,,,,36.1473,-115.1152,anonymous,EN,0.800000011920929,,4,2,,4,1,2,2,1,4,1,5,7,3,6,1,4,3,6,4,4,6,"1,3,4,6",,6,3,,,,,,,,,,,,,1.846,2.832,4.098,2,2.651,5.352,6.113,4,4,5,5,0,0,5.601,0,1.941,4.938,172.402,3,6,6,7,,,,,,,,,,,,,5.591,5.591,7.5,1,6.291,10.788,11.895,5,3,5,4,7,0,0,6.574,0,7.29,8.671,27.042,3,2,5,5,1,2,complete,,,,0sziXZXqJwYtoN30f6iX1R,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:24:30,2026-04-07 17:35:50,0,166.199.149.111,100,680,1,2026-04-07 17:35:51,R_5NMg8wtv0VwoiM9,,,,,33.7485,-84.3871,anonymous,EN,0.20000000298023224,,4,2,,5,1,2,4,1,3,5,5,3,5,3,5,4,5,6,5,6,6,"1,2,6",,7,3,1.741,7.949,8.9,6,8.822,10.557,11.309,2,1,5,5,5,0,0,8.564,0,9.725,12.788,15.342,5,5,5,6,0,0,4.833,0,1.071,11.35,13.412,6,7,7,7,5.522,5.522,6.047,1,1.287,13.861,16.05,6,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6dph7kpNwr8Vh25upEvOa2,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-07 17:35:36,2026-04-07 17:36:48,0,172.56.210.39,100,72,1,2026-04-07 17:36:49,R_3M9hcKTP8eFjgzv,,,,,36.115,-115.2165,anonymous,EN,1,,4,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7hRcatKGJIl3QNYQcbtpsK,,,,,,
2026-04-07 17:24:35,2026-04-07 17:37:19,0,166.181.253.160,100,764,1,2026-04-07 17:37:22,R_54epxuYdmpD6rs5,,,,,45.5248,-122.6789,anonymous,EN,0.800000011920929,,4,2,,4,1,2,2,1,4,5,5,6,4,3,6,4,6,5,5,5,7,"1,2,3,6",,6,3,,,,,,,,,,,,,0,0,13.49,0,8.088,64.693,65.394,6,6,4,6,4.085,4.085,13.42,1,2.481,30.979,31.798,7,6,6,6,,,,,,,,,,,,,0,0,26.855,0,7.148,32.925,38.689,5,1,2,3,4,12.949,19.695,28.521,3,1.57,48.662,49.32,5,1,5,5,5,0,complete,,,,43gD1bJ6WZJ1CEecLpuDzQ,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:29:30,2026-04-07 17:37:21,0,76.142.230.102,100,471,1,2026-04-07 17:37:23,R_5sdHnPW4ILeNF2I,,,,,29.5799,-95.6085,anonymous,EN,0.8999999761581421,,4,1,,6,4,2,4,1,3,5,5,5,5,3,5,4,5,6,5,5,5,"1,2,3",,4,3,,,,,,,,,,,,,0,0,35.569,0,14.064,14.064,18.022,1,4,4,4,0,0,16.258,0,6.933,6.933,20.251,1,7,7,7,,,,,,,,,,,,,0,0,15.616,0,7.007,12.467,19.851,2,1,4,4,4,0,0,15.672,0,4.688,25.115,29.965,2,1,7,7,7,0,complete,,,,1vFSvrsDGT9FfPXmrGL9fU,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:36:56,2026-04-07 17:37:44,0,76.90.248.77,100,47,1,2026-04-07 17:37:45,R_55qLs90Fd9DJOtr,,,,,33.8351,-117.8652,anonymous,EN,0.800000011920929,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5MSU73aEQMjJRqwgE6K8a3,,,,,,
2026-04-07 17:25:25,2026-04-07 17:38:03,0,166.181.88.218,100,757,1,2026-04-07 17:38:05,R_7L23wxVFCdiPjBT,,,,,41.6015,-93.6127,anonymous,EN,1,,4,2,,5,1,2,2,1,1,6,6,6,5,4,6,4,4,6,5,4,4,"3,4",,6,3,7.385,7.385,12.644,1,3.338,9.828,26.68,2,1,2,2,2,0,0,13.442,0,13.161,51.388,52.479,4,6,4,5,0,0,7.291,0,6.667,25.484,26.333,3,6,4,6,0,0,8.272,0,3.643,28.561,33.538,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4LErzsR4EdRmt2yYditcTu,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-07 17:25:01,2026-04-07 17:38:42,0,75.118.178.148,100,820,1,2026-04-07 17:38:43,R_72v1Tx4Vj1cvbDb,,,,,39.9748,-82.8219,anonymous,EN,1,,4,1,,1,1,2,4,1,1,4,5,5,6,6,4,4,5,4,5,5,4,4,,1,3,,,,,,,,,,,,,4.617,4.617,4.629,1,0.696,0.696,181.333,1,2,2,3,0,0,9.701,0,0.61,0.977,6.001,2,6,3,4,,,,,,,,,,,,,5.927,34.676,35.078,2,0.62,1.018,25.456,2,2,5,5,6,0,0,8.637,0,0.677,6.295,10.83,3,1,6,6,4,1,complete,,,,2FKQ8h2VGmjF9v1r4VBxTN,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 17:24:27,2026-04-07 17:39:35,0,172.56.168.168,100,907,1,2026-04-07 17:39:36,R_57g3Qy7qz9TP2L3,,,,,38.6353,-121.4558,anonymous,EN,0.8999999761581421,,4,1,,4,1,2,2,1,4,1,7,7,7,6,7,4,6,6,7,7,7,"1,2,3,4,6",,4,1,,,,,,,,,,,,,0,0,4.83,0,2.074,11.021,13.212,5,7,6,7,0,0,7.214,0,6.11,13.658,15.554,2,7,7,6,,,,,,,,,,,,,0,0,33.168,0,1.763,6.474,11.328,6,1,7,6,7,5.203,6.527,7.174,2,3.732,12.074,12.874,6,1,5,7,7,1,complete,,,,0yNZrOuFQ7LemUcYZB5476,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:40:11,2026-04-07 17:40:25,0,172.59.188.179,100,14,1,2026-04-07 17:40:26,R_7qULPirNE3bEl3S,,,,,41.8835,-87.6305,anonymous,EN,1,,4,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,61CThZwyEZZzH9GGGPGTdB,,,,,,
2026-04-07 17:26:25,2026-04-07 17:40:48,0,107.115.203.129,100,862,1,2026-04-07 17:40:49,R_7rdlSzcvLPqXmxg,,,,,41.8483,-87.6517,anonymous,EN,0.8999999761581421,,4,1,,2,1,2,4,1,1,6,6,7,6,6,7,4,7,7,7,6,6,"1,2,3,4,6",,2,3,0,0,24.443,0,4.821,85.032,86.037,3,1,6,5,4,0,0,33.501,0,23.921,60.984,70.532,4,7,7,7,0,0,12.254,0,21.153,69.22,70.028,2,7,5,6,0,0,10.667,0,11.187,11.187,79.149,1,1,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5QEnvRiFp6PjJAd5HeABDo,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-07 17:24:25,2026-04-07 17:40:54,0,64.251.109.24,100,989,1,2026-04-07 17:40:55,R_524MOCwKb7aZ01E,,,,,30.0794,-90.4919,anonymous,EN,0.800000011920929,,4,1,,6,1,2,3,1,3,5,4,5,7,2,6,4,6,5,5,6,6,"1,2",,6,5,0,0,32.246,0,25.734,67.918,69.139,3,1,5,5,6,0,0,16.001,0,79.966,163.55,164.448,4,1,1,1,0,0,16.066,0,19.228,52.307,53.417,2,5,3,5,0,0,7.971,0,15.282,15.282,74.101,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,3tExYOOlf3ahrjrCHGdoXW,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-07 17:41:25,2026-04-07 17:42:07,0,67.168.221.247,100,41,1,2026-04-07 17:42:08,R_31z7X6MsuCghndz,,,,,45.6435,-122.6247,anonymous,EN,0.800000011920929,,4,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3rEOzX3SPM1F1CZPwslxHs,,,,,,
2026-04-07 17:24:30,2026-04-07 17:42:10,0,104.7.214.231,100,1059,1,2026-04-07 17:42:11,R_6PBrDs3NvgO5TBS,,,,,29.5554,-81.2207,anonymous,EN,0.800000011920929,,4,2,,5,1,2,3,1,3,7,4,6,6,5,7,4,6,6,7,6,4,"1,3,4,6",,5,3,,,,,,,,,,,,,0,0,23.828,0,6.661,33.131,37.551,7,3,4,3,0,0,64.01,0,7.462,15.376,24.94,2,5,5,6,,,,,,,,,,,,,0,0,23.891,0,7.22,23.993,25.401,2,1,4,5,4,0,0,12.723,0,17.684,17.684,25.888,1,1,5,4,6,0,complete,,,,3rAY4c1lQHadMxZvwid3mS,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-07 17:28:32,2026-04-07 17:45:28,0,73.45.152.155,100,1016,1,2026-04-07 17:45:30,R_5LCViFVKdpX7reF,,,,,41.4549,-87.0613,anonymous,EN,1,,4,2,,6,1,2,3,1,1,5,7,6,5,2,6,4,6,6,6,6,6,"1,6",,3,3,0,0,26.428,0,8.096,29.277,30.638,3,1,6,6,6,0,0,17.252,0,42.213,61.378,62.36,2,5,5,5,0,0,16.534,0,499.564,499.564,501.072,1,5,5,5,0,0,16,0,7.051,31.193,32.379,3,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0ffyveL8gcBX60b9I9s7w8,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-07 17:47:44,2026-04-07 17:48:08,0,76.34.85.195,100,24,1,2026-04-07 17:48:10,R_6Nlg8ljPEyGxbIo,,,,,39.923,-82.8664,anonymous,EN,0.800000011920929,,4,1,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,35BnMwd67gie6DpnrxYNN1,,,,,,
2026-04-07 17:54:23,2026-04-07 17:55:25,0,73.102.145.143,100,62,1,2026-04-07 17:55:26,R_7GoYOivMjiXj4Uo,,,,,39.7016,-86.3088,anonymous,EN,1,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,71jcL3djdykuPhj7CRycXD,,,,,,
2026-04-07 17:59:59,2026-04-07 18:00:29,0,167.150.6.34,100,29,1,2026-04-07 18:00:30,R_7s0yzWzA9uKtbN0,,,,,44.0597,-121.3157,anonymous,EN,1,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1InyZ9WwNfkxPxYngpIOnF,,,,,,
2026-04-07 17:59:00,2026-04-07 18:02:15,0,16.56.22.103,100,195,1,2026-04-07 18:02:16,R_3EMgdMHTEyEagff,,,,,39.0469,-77.4903,anonymous,EN,0.8999999761581421,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,0sIYHN5itqeZoxC3dCocOO,,,,,,
2026-04-07 17:26:59,2026-04-07 18:04:02,0,107.77.236.208,100,2222,1,2026-04-07 18:04:06,R_6QIrVrq4IpYPwxb,,,,,33.7485,-84.3871,anonymous,EN,1,,4,2,,2,1,2,1,1,3,6,5,5,6,6,7,4,6,5,5,6,6,1,,4,3,0.915,52.906,54.142,14,2.117,47.522,101.502,5,1,3,5,4,0,0,46.701,0,36.597,92.859,99.625,19,6,7,5,0,0,15.266,0,2.421,36.339,39.757,16,6,6,6,9.125,11.999,16.794,5,5.206,51.19,54.984,5,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5WbkTQq1faCkES9CuQlcrs,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-07 18:11:17,2026-04-07 18:11:31,0,24.123.254.202,100,13,1,2026-04-07 18:11:32,R_6VQEBrc2Sma54NG,,,,,38.7317,-82.9977,anonymous,EN,0.5,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,65pXnFv9TJaJvrUHI9h7uV,,,,,,
2026-04-07 18:12:43,2026-04-07 18:14:38,0,172.59.184.213,100,115,1,2026-04-07 18:14:39,R_5yrrHIQ8Mk9YQq4,,,,,41.8835,-87.6305,anonymous,EN,0.8999999761581421,,4,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,7pqKfOSVlzzODCZr8Lw06u,,,,,,
2026-04-07 16:35:46,2026-04-07 18:15:37,0,174.227.169.133,100,5990,1,2026-04-07 18:15:38,R_7Pn9oU0U1uExWUi,,,,,37.6403,-122.0667,anonymous,EN,0.800000011920929,,4,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,616t7PqGGm8PQ2tfSoS2Yv,,,,,,
2026-04-07 17:25:51,2026-04-07 18:21:13,0,74.231.52.55,100,3321,1,2026-04-07 18:21:14,R_3R6WMSKJsZhDUB3,,,,,34.0007,-81.0348,anonymous,EN,0.800000011920929,,4,2,,4,1,2,2,1,3,5,7,7,7,4,6,4,5,5,4,5,4,"1,3",,4,3,,,,,,,,,,,,,0,0,7.178999999999999,0,9.715,41.571,48.556,10,7,5,7,0,0,9.417,0,4.918,31.832,40.985,5,7,7,7,,,,,,,,,,,,,7.938,7.938,16.421,1,2.369,14.353,17.476,2,1,4,4,4,0.138,5.933,10.593,3,1.367,38.004,39.062,4,1,4,4,4,0,complete,,,,3LUiuAXzEwdmaxFPAPpVLs,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-07 18:22:10,2026-04-07 18:23:01,0,68.32.181.95,100,50,1,2026-04-07 18:23:02,R_6Siv0x59hUQCgXf,,,,,42.4095,-82.947,anonymous,EN,0.8999999761581421,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6uamZKAiaAKDYyjbnVfTSp,,,,,,
2026-04-07 18:30:59,2026-04-07 18:31:28,0,68.48.136.100,100,28,1,2026-04-07 18:31:29,R_3oH7h7hY21zTFcJ,,,,,42.9469,-85.6206,anonymous,EN,0.8999999761581421,,4,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2KcN54LhDpVqMVCQIJJ3cA,,,,,,
2026-04-07 18:55:15,2026-04-07 18:55:28,0,73.164.22.225,100,12,1,2026-04-07 18:55:29,R_1J33j8qInUwESdj,,,,,45.0782,-93.1894,anonymous,EN,0.800000011920929,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3w9ZgNnjXGZxxN1JyvanbK,,,,,,
2026-04-07 19:02:17,2026-04-07 19:02:45,0,35.144.59.65,100,28,1,2026-04-07 19:02:46,R_7PeptHqtIj1iyW4,,,,,36.8767,-89.5879,anonymous,EN,0.800000011920929,,4,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4dTPQOt1bHbp1N5L36EUzs,,,,,,
2026-04-07 19:05:56,2026-04-07 19:06:26,0,35.147.201.134,100,30,1,2026-04-07 19:06:28,R_5xevZ4QnIPNGupH,,,,,39.112,-94.5214,anonymous,EN,0.800000011920929,,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,6iRBt6EX4FrEcF1aKWAEsz,,,,,,
2026-04-07 19:06:45,2026-04-07 19:08:19,0,172.59.172.169,100,93,1,2026-04-07 19:08:20,R_5rVfqGbzpvjsjfy,,,,,38.5753,-90.2651,anonymous,EN,0.8999999761581421,,4,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,692eW937MyBXEwSMgCnuac,,,,,,
