ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_32J4hmsS9m4EEZ7,0,160,0,0,2,18-24,1,1,2,1,4,,,,,,,6,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5DNEUayIl3JsEll,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5aEGBk70Rkx6hjj,0,1464,0,2,2,18-24,1,2,2,1,3,4,5,5,2,4,5,4,3,2,2,6,4,"3,4",4,5,,,2,,0.800000011920929,,0,,,,4,3,4,5,3,3,,,,2,4,5,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,4.2,3.4,,3.66666666666667,3.66666666666667,,,,18-34
R_3IF1xagjHoAGzIJ,0,288,0,0,2,18-24,1,2,2,1,2,,6,3,6,7,3,4,6,6,6,5,6,2,4,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,5,5.8,,,,,,,18-34
R_6hyCqpsq1HF1JDt,0,2521,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3XofmG4Hi7jqXLU,1,39,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3w1wK6xYvmlLHAR,1,18,0,0,1,45-54,1,1,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_51uEyNYlWoceSxi,1,294,0,2,1,18-24,1,1,3,1,4,3,7,7,5,7,6,7,7,6,7,6,5,"1,3,6",4,3,2,4,,,1,,1,6,6,5,7,6,6,7,6,5,6,7,6,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6.4,6.2,5.66666666666667,,5.66666666666667,,6.33333333333333,6.33333333333333,18-34
R_6ezPMIYTFB6e5GO,1,19,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3HdWhob9BbBmr2d,0,221,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7znC9r8UFAdoSyG,0,2118,0,0,2,18-24,1,1,2,1,2,4,4,4,4,5,3,4,4,5,5,5,4,"1,2,4",4,3,,,1,,0.899999976158142,,0,,,,,,,,,,,,,5,6,5,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,4,4.6,,5.33333333333333,5.33333333333333,,,,18-34
R_5TS5W5XjQORIGsA,1,32,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7B4dtZxa1fy7nkl,1,19,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_590cIDuhvhc4i6l,1,15,0,0,2,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7pLY9Liwdji1pX5,1,31,0,0,2,35-44,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_52niEiIuinkBU4z,1,38,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5khSHcwF3WjuD2V,1,20,0,0,1,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1TGFJBegDiNP69H,1,19,0,0,2,25-34,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_17K6aNPpsDZ2zf3,1,18,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5SHtX90HY5nXs9h,1,137,0,2,2,25-34,1,1,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,4,3,,,0.899999976158142,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,7,7,,7,,7,7,18-34
R_7gNqyLR0v5g6SfE,1,68,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5SqzzFWloK3gLdn,1,25,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3lMvUkEFGvyMIbd,1,187,0,2,2,18-24,1,1,6,1,4,6,7,7,6,6,6,6,5,7,6,7,6,4,4,3,,,4,3,1,,1,,,,6,7,6,6,7,6,,,,6,6,7,6,6,7,influencer_meat_expert_oil,tfft,influencer,expert,1,6.4,6.2,,6.33333333333333,6.33333333333333,6.33333333333333,,6.33333333333333,18-34
R_1MLenWmSH5i2iaq,1,23,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3JngivuznEgoGWB,1,28,0,0,2,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5IqkRCGyKdXyBah,1,29,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3oHXOyGzFswIgES,1,30,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1C1hqyC2M9ko1pv,1,23,0,0,1,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7E4e7wmgR3LXTY5,1,245,0,1,1,25-34,1,1,4,1,1,2,5,4,7,5,6,6,5,6,5,6,7,"1,2,3,6",4,3,1,2,,,0.600000023841858,,1,6,7,5,6,5,5,6,5,5,6,6,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.4,5.8,6,,6,,5.66666666666667,5.66666666666667,18-34
R_7UZgOAxO6B8Xs2t,1,264,0,1,1,35-44,1,1,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,"3,4",4,7,,,1,1,0.800000011920929,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,0,7,7,,7,7,7,,7,35-54
R_3gtgH2bID0cnA6W,1,205,0,3,2,18-24,,1,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,"1,2,6",4,7,,,4,3,1,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,0,7,7,,7,7,7,,7,18-34
R_32JuL3gY1Z1Q9tD,1,117,0,0,1,25-34,1,1,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5ATgcFG8G2A65Re,1,28,0,0,2,18-24,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5RbdFky3VwJuuyZ,1,13,0,0,2,18-24,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_51oBHug2leT1dmi,1,280,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7JgyNYKi4ukpcMY,1,176,0,0,1,Under18,4,2,4,1,4,4,4,4,4,4,4,5,3,3,3,3,3,"1,4",4,3,,,1,1,1,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,4,3,,4,4,4,,4,55+
R_69TcPW1zfuaRfZn,1,28,0,0,1,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6ruQtsfp8KsZZ05,1,24,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3ckhyLzDTzFdo9S,1,57,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7azf6kc6g8r6Hqq,1,574,0,0,2,18-24,1,1,2,1,3,6,7,6,7,5,7,7,6,7,7,6,4,1,4,3,1,1,,,0.899999976158142,,1,5,6,4,6,5,6,7,7,7,5,4,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,6.4,6,5,,5,,4.66666666666667,4.66666666666667,18-34
R_3NkcajEz7nlqEHR,1,13,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5OIfXUYH8ZQOAtP,1,36,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_54bSBbaTTTV27eN,1,24,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_722hBjio9L7uYbn,1,343,0,0,1,55-64,1,1,3,1,4,2,6,6,6,4,1,6,6,6,4,5,6,"1,5",4,3,,,1,1,1,,1,,,,6,6,6,6,6,6,,,,6,6,6,6,6,6,influencer_meat_expert_oil,tfft,influencer,expert,1,4.6,5.4,,6,6,6,,6,55+
R_1YzeSQ9s3o7K8Xe,1,37,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7je9aQfsya3kAs7,1,840,0,0,2,35-44,1,1,3,1,3,4,4,5,5,4,3,6,3,3,4,3,3,1,4,3,1,1,,,0.800000011920929,,1,4,4,4,5,5,6,4,4,4,4,4,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.2,3.2,4,,4,,4,4,35-54
R_3SdqjU6bjxjEzZL,1,9,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7SMBoaOORFr7RFT,1,372,0,2,2,35-44,1,1,3,1,4,4,6,6,6,6,6,6,6,6,6,6,6,"1,3,4",4,3,2,3,,,1,,1,7,7,7,6,6,6,4,4,5,6,6,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,6,6,7,,7,,6,6,35-54
R_5vVpwKPaUpBAdON,1,114,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5sCCiNuMwl5UJot,1,11,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_332sg77I3GYoucd,1,30,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3GiTabsuvIg0UD9,1,7,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7dAexc4zzpyVIqT,1,287,0,3,2,45-54,1,1,2,1,1,5,4,4,4,4,4,4,3,3,4,4,4,"1,2",4,4,,,5,6,1,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,0,4,3.6,,4,4,4,,4,35-54
R_535HHDrwKNTptFD,1,102,0,0,1,35-44,1,1,2,1,1,,,5,,5,4,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,4.66666666666667,,,,,,,,35-54
R_50nStH7Pbf6cc0I,1,191,0,2,2,25-34,1,1,2,1,4,1,7,7,7,7,7,7,7,7,7,7,7,"3,4",4,7,3,,,,0.899999976158142,,0,7,7,7,7,7,7,7,7,7,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,7,7,,7,,,,18-34
R_6y27rZXVYt1XBbX,1,13,0,0,1,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_66vttUdl7bFD5Ch,1,13,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6HH0UVgaBaO6bYw,1,25,0,0,1,35-44,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3VO6jyrpwAKTk2H,1,533,0,0,2,25-34,1,1,4,1,4,6,4,5,6,7,4,5,7,7,7,7,7,"3,6",4,3,1,1,,,0.899999976158142,,1,3,3,3,5,5,5,7,7,7,5,5,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.2,7,3,,3,,5,5,18-34
R_5KrOBGSYB0VND8O,1,116,0,0,1,25-34,1,1,4,1,2,,,,,,5,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,18-34
R_1o7vrt3WhEl0437,1,362,0,0,2,25-34,1,1,4,1,3,4,5,5,4,4,4,5,4,4,5,5,5,1,4,3,,,1,,0.899999976158142,,0,,,,,,,,,,,,,4,5,4,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,4.4,4.6,,4.33333333333333,4.33333333333333,,,,18-34
R_1yavFD2wK7q83wh,1,440,0,2,2,35-44,1,1,3,1,3,4,5,5,5,4,4,5,5,4,5,5,5,1,4,3,,,5,3,1,,1,,,,4,4,4,4,2,2,,,,1,1,1,3,2,2,influencer_meat_expert_oil,ftft,influencer,expert,1,4.6,4.8,,1,1,2.33333333333333,,2.33333333333333,35-54
R_3rIN9Ye6mOiw2BP,1,610,0,0,1,25-34,1,1,5,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5giFqqppUS83dlg,1,1126,0,0,2,35-44,1,1,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5FUNF0ur2GPx3Aw,1,308,0,0,1,35-44,1,1,3,1,2,6,3,5,6,7,1,7,3,4,2,4,4,"1,2",4,3,1,1,,,0.899999976158142,,1,1,1,1,4,4,4,6,5,6,3,3,2,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.4,3.4,1,,1,,2.66666666666667,2.66666666666667,35-54
R_5uKgFKEwIM7gUpU,1,24,0,0,1,45-54,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5GJiGRwkS7EeMjt,1,72,0,0,2,35-44,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5kcvhAbzvwIOTlf,1,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1Q5bbXFRjsP0ScZ,1,12,0,0,2,45-54,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6AOjQCn49C1eNnr,1,22,0,0,1,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7OQ2DY32Flx0cBE,1,13,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5WUdpPIp3G7P8mt,1,577,0,0,2,35-44,1,1,3,1,2,4,4,6,7,5,5,6,4,4,4,4,5,6,4,3,1,1,,,1,,1,5,4,5,4,4,4,4,5,5,6,5,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.4,4.2,4.66666666666667,,4.66666666666667,,5,5,35-54
R_7x0IHClLWE7LGNj,1,11,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1bmZFh0rQFqKrn3,1,63,0,0,2,25-34,1,2,4,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6LXWp0lo3TYlVbJ,1,604,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3uNUb6PYdDvu2Sl,1,82,0,0,4,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.600000023841858,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_30ZdFWc5BMMFac2,1,17,0,0,1,45-54,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7hMicVGqA3K0fH1,1,35,0,0,2,25-34,1,1,4,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1UV3hkQoosUVOeJ,1,25,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7PHt50NdtKeW3Kx,1,26,0,0,2,Under18,1,1,4,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5tXOK7RAXXHTvUJ,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6HquX6YeD5SQxQq,1,233,0,1,1,25-34,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,1,6,0.899999976158142,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,4,4,,4,4,4,,4,18-34
R_5GuV03GvQ1JUKue,1,10,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3ENksHFm0muWIYz,1,14,0,0,2,35-44,1,1,4,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3zZMYVeHfjzI1tP,1,153,0,3,2,25-34,1,1,1,1,2,1,2,1,1,1,1,2,6,7,6,7,7,3,4,7,3,2,,,0.899999976158142,,1,7,6,7,7,6,7,6,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,1.2,6.6,6.66666666666667,,6.66666666666667,,7,7,18-34
R_3an4TDQPXAvpIKN,1,30,0,0,2,25-34,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6tg1b03Ehix8uR9,1,17,0,0,2,35-44,5,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6iwMdSqMGg6rvmK,1,47,0,0,2,35-44,1,1,4,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6CvqSjpYIFMuGC0,1,13,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_70qs4aG2htmmg0b,1,29,0,0,2,35-44,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1KCLGkCLXsjYfBL,1,30,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7Ed29VR9E9qK7jH,1,11,0,0,1,Under18,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1FkTP9DQP74urzh,1,374,0,0,2,35-44,1,1,3,1,3,6,4,5,4,6,3,5,6,7,6,7,6,"1,2,3,4",4,3,,,1,1,1,,1,,,,4,5,5,4,3,3,,,,4,3,5,5,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.4,6.4,,4,4,5,,5,35-54
R_1CEgYgakitzqmky,1,22,0,0,2,45-54,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_30MASZCzBYkMgwm,1,11,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5teQHeNFutkFO8E,1,51,0,0,1,25-34,1,1,4,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5Pd8zF7Virzhosx,1,64,0,0,2,35-44,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_11NvHwbjZI7JHa1,1,200,0,0,2,25-34,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5CHNblk82Zku6Od,1,15,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5MLiLZHxZsazSKF,1,12,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5yvED1fJqeGr1PH,1,42,0,0,2,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6MbwwNsRH4YmtKF,1,14,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1RPulk3uC0AgYjj,1,23,0,0,2,35-44,1,1,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7WHEKTecRylvVKO,1,10,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_590oTgDPAhaOB3D,1,49,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6GfAb3pSxGjxcOm,1,17,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6czmSdVWUhiyK0A,1,19,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7LpdkmqEhSDOzDP,1,26,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_67HvwiX8TcWuzg5,1,11,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7sofB1w2CY8DbBD,1,307,0,1,2,35-44,1,1,3,1,3,7,6,6,6,6,2,6,4,6,4,6,7,"1,2,3",4,5,,,1,1,0.800000011920929,,1,,,,6,6,6,6,6,6,,,,6,6,6,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,0,5.2,5.4,,6,6,7,,7,35-54
R_1qQduEos26BI7nP,1,11,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5EZdOpcU3s0P2Rb,1,221,0,3,1,45-54,1,1,3,1,4,5,4,3,4,4,3,5,5,4,4,5,3,4,4,4,2,3,,,0.800000011920929,,1,4,4,5,5,5,4,4,4,4,4,4,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,3.6,4.2,4.33333333333333,,4.33333333333333,,4,4,35-54
R_3zx6lvfIfBJqVLH,1,954,0,0,2,45-54,1,2,3,1,2,4,6,5,6,6,2,6,6,6,4,4,6,"1,3",4,3,1,1,,,0.800000011920929,,1,4,2,5,4,4,6,4,6,6,6,3,3,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5,5.2,3.66666666666667,,3.66666666666667,,4,4,35-54
R_5PXYK2icJaCUOPz,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3GjdkdeAZVLytgZ,1,20,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6laeWwfWrDLQHZy,1,12,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
